HEF Einfamilienhaushalt Klasse 5 Bayern
Auspraegung	A	B	C	D	mH	bH	mW	bW
HEF05	0	0	0	0	0	0	0	0
HEF34	1.3819663	-37.4124155	6.1723179	0.0396284	-0.0672159	1.1167138	-0.0019982	0.1355070
HEF33	1.6209544	-37.1833141	5.6727847	0.0716431	-0.0495700	0.8401015	-0.0022090	0.1074468
HEF02	0	0	0	0	0	0	0	0
HEF01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
7.5	2.80	2.97	3.27	3.26	3.44	3.93	5.29	6.70	6.98	6.15	5.49	5.15	4.75	4.34	4.20	4.09	4.14	4.31	4.01	3.65	3.00	2.74	2.58	2.76
12.5	2.54	2.78	3.43	3.60	3.77	5.70	7.58	8.31	6.93	6.09	4.98	4.53	4.08	3.81	3.31	3.22	3.17	3.07	3.52	3.92	3.42	3.27	2.65	2.32
17.5	2.50	2.70	2.78	3.43	4.40	8.04	9.61	10.00	6.52	5.10	4.79	3.57	3.70	3.11	2.49	2.65	2.00	2.21	3.21	4.34	4.42	3.25	2.51	2.67
22.5	1.79	2.34	2.97	3.12	4.10	14.87	12.93	9.48	4.05	4.03	5.30	4.64	3.44	2.10	2.09	2.34	1.30	1.42	1.73	4.20	4.38	2.54	2.47	2.37
27.5	1.67	2.25	3.09	3.25	4.19	16.08	13.61	9.34	3.98	4.01	4.90	4.65	3.34	1.99	1.91	2.14	1.14	1.35	1.57	4.16	4.26	2.58	2.40	2.14
Samstag
-17.5	2.59	2.87	2.74	2.84	2.60	2.83	5.42	5.66	5.56	5.74	5.68	5.83	5.67	5.69	5.39	4.84	3.81	3.61	3.38	3.28	3.79	3.75	3.55	2.88
-12.5	2.75	3.00	2.95	2.99	2.84	3.05	5.38	5.71	5.73	5.74	5.64	5.69	5.47	5.47	5.17	4.62	3.79	3.64	3.34	3.28	3.68	3.69	3.44	2.94
-7.5	2.92	3.12	3.14	3.14	3.08	3.24	5.35	5.79	5.96	5.76	5.62	5.54	5.26	5.24	4.94	4.41	3.79	3.69	3.29	3.26	3.54	3.60	3.31	3.01
-2.5	3.37	3.46	3.54	3.39	3.62	3.53	5.30	6.38	6.11	5.68	5.83	5.54	5.17	5.19	4.86	3.92	4.06	3.57	2.93	2.86	3.07	3.08	2.66	2.88
2.5	3.22	3.28	3.43	3.34	3.60	3.62	5.70	6.23	6.47	5.98	5.67	5.19	4.77	4.63	4.47	4.08	3.99	3.89	3.14	3.08	3.00	3.19	2.85	3.18
7.5	3.35	3.76	3.44	3.55	3.78	3.94	5.18	6.44	6.91	6.54	5.62	5.04	4.93	4.27	4.03	3.95	3.86	3.57	3.31	3.03	3.00	3.04	2.73	2.73
12.5	5.27	3.86	4.69	3.93	4.24	4.75	5.08	5.89	6.36	6.10	6.33	4.16	4.41	3.95	4.42	3.67	3.79	2.82	2.39	2.93	2.94	2.85	2.79	2.38
17.5	4.66	4.19	3.23	3.99	4.43	4.76	6.44	5.94	6.15	4.93	6.54	3.94	4.00	4.36	5.28	4.95	4.51	3.53	1.89	2.88	2.58	2.70	2.35	1.77
22.5	5.95	4.88	2.83	4.71	5.24	6.06	7.92	6.11	5.22	2.76	7.37	1.94	2.18	3.99	6.86	6.30	5.18	3.03	0.83	2.56	2.17	2.62	2.07	1.22
27.5	8.65	5.99	1.61	5.78	6.52	8.39	10.15	7.07	1.83	1.51	8.14	1.17	1.22	1.79	9.53	8.31	5.41	1.52	0.84	1.18	0.85	1.41	0.77	0.36
Sonntag
-17.5	3.36	3.81	4.05	4.32	3.76	4.10	3.80	5.11	4.67	4.59	4.39	4.34	4.12	4.08	3.93	4.25	4.22	4.29	4.54	3.93	4.21	4.60	3.34	4.19
-12.5	3.45	3.76	3.99	4.28	3.76	4.40	3.85	5.14	4.66	4.62	4.41	4.31	4.00	3.99	3.83	4.15	4.11	4.21	4.44	3.94	4.20	4.67	3.48	4.35
-7.5	3.53	3.68	3.92	4.23	3.76	4.69	3.90	5.22	4.81	4.65	4.48	4.25	3.85	3.88	3.70	4.03	3.98	4.11	4.32	3.94	4.19	4.73	3.63	4.52
-2.5	3.59	3.56	3.56	4.20	4.37	5.14	4.92	5.56	5.14	4.99	4.83	4.46	4.06	4.08	3.68	3.82	3.77	3.96	3.89	3.65	3.41	3.75	3.75	3.86
2.5	3.83	3.84	3.68	4.39	4.89	5.74	4.71	5.07	5.22	4.59	4.26	4.32	4.14	3.59	3.53	3.63	3.73	3.71	3.73	3.94	3.61	4.23	3.61	4.01
7.5	3.48	4.42	4.25	4.42	5.42	7.02	4.77	5.36	4.63	4.73	3.90	3.93	3.98	3.34	3.22	3.18	3.25	3.22	3.54	3.65	4.12	4.47	3.86	3.84
12.5	3.05	3.34	3.97	4.79	7.51	9.19	5.30	7.59	5.64	4.08	4.01	3.38	3.49	2.84	3.04	2.61	3.32	3.20	3.56	3.35	3.19	3.55	2.98	3.02
17.5	3.18	3.52	5.77	5.43	7.39	9.25	8.09	8.55	4.73	3.07	3.16	2.28	2.31	2.43	1.83	1.75	1.84	2.85	3.48	2.89	4.45	5.13	3.47	3.15
22.5	3.27	3.53	5.75	5.79	7.63	9.66	8.23	9.01	4.77	3.02	3.08	2.19	2.19	2.29	1.74	1.69	1.45	2.28	3.48	2.87	4.45	5.21	3.40	3.02
27.5	3.37	3.55	5.73	6.30	7.97	9.96	8.42	9.33	4.83	2.99	3.01	2.11	1.85	2.15	1.65	1.64	1.08	1.74	3.50	2.86	4.47	5.24	3.34	2.91
GMK Metall. KFz
Auspraegung	A	B	C	D
GMK05	0	0	0	0	0	0	0	0
GMK34	1.3284913	-35.8715062	7.5186829	0.0175540	-0.0758983	1.1942555	-0.0008980	0.0603337
GMK33	1.4202419	-34.8806130	6.5951899	0.0385317	-0.0521084	0.8647919	-0.0014369	0.0637602
GMK02	0	0	0	0	0	0	0	0
GMK01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	1.0699	1.0365	0.9933	0.9948	1.0659	0.9362	0.9034	
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
Montag
-17.5	3.77	3.95	3.66	4.16	4.21	3.97	5.40	6.19	6.17	5.83	5.28	5.66	4.25	3.44	3.50	3.05	3.28	3.41	3.51	3.40	3.64	3.48	3.26	3.53
-12.5	3.78	3.92	3.69	4.09	4.14	4.01	5.26	5.96	6.06	5.66	5.18	5.47	4.27	3.61	3.65	3.26	3.43	3.48	3.53	3.45	3.65	3.53	3.35	3.57
-7.5	3.78	3.89	3.74	3.97	4.03	4.03	5.04	5.59	5.90	5.38	5.02	5.18	4.31	3.88	3.89	3.59	3.67	3.60	3.57	3.52	3.67	3.62	3.49	3.64
-2.5	3.80	3.82	3.83	3.77	3.83	4.08	4.64	4.92	5.60	4.88	4.72	4.65	4.37	4.37	4.32	4.20	4.10	3.81	3.64	3.66	3.71	3.77	3.75	3.76
2.5	3.58	3.56	3.67	3.65	3.62	3.90	5.03	5.62	5.90	5.51	5.13	4.80	4.31	4.29	4.48	4.27	4.18	3.53	3.47	3.48	3.55	3.56	3.42	3.49
7.5	3.35	3.43	3.51	3.54	3.62	3.89	4.92	6.55	6.58	6.05	5.47	4.77	4.37	4.04	4.27	4.01	3.97	3.52	3.27	3.41	3.44	3.46	3.21	3.35
12.5	3.45	3.52	3.59	3.63	3.72	3.88	4.62	6.61	6.66	6.99	5.51	5.18	4.07	3.82	4.42	4.70	4.06	2.86	2.57	2.86	3.08	3.55	3.26	3.39
17.5	3.64	4.21	3.72	3.69	3.99	3.86	4.69	6.79	6.79	6.79	5.67	6.46	4.13	3.53	4.57	4.05	4.39	2.38	3.02	2.49	2.27	2.75	3.09	3.03
22.5	3.64	4.30	3.75	3.75	4.14	3.95	4.54	7.18	7.38	6.51	6.01	6.53	4.07	3.31	4.63	4.36	4.42	2.00	2.56	2.15	2.00	2.76	3.05	3.01
27.5	3.64	4.39	3.78	3.82	4.30	4.03	4.36	7.62	7.48	6.73	6.40	6.73	4.00	3.05	4.70	4.70	4.45	1.57	2.04	1.76	1.69	2.77	3.00	2.99
Dienstag
-17.5	3.77	3.95	3.66	4.16	4.21	3.97	5.40	6.19	6.17	5.83	5.28	5.66	4.25	3.44	3.50	3.05	3.28	3.41	3.51	3.40	3.64	3.48	3.26	3.53
-12.5	3.78	3.92	3.69	4.09	4.14	4.01	5.26	5.96	6.06	5.66	5.18	5.47	4.27	3.61	3.65	3.26	3.43	3.48	3.53	3.45	3.65	3.53	3.35	3.57
-7.5	3.78	3.89	3.74	3.97	4.03	4.03	5.04	5.59	5.90	5.38	5.02	5.18	4.31	3.88	3.89	3.59	3.67	3.60	3.57	3.52	3.67	3.62	3.49	3.64
-2.5	3.80	3.82	3.83	3.77	3.83	4.08	4.64	4.92	5.60	4.88	4.72	4.65	4.37	4.37	4.32	4.20	4.10	3.81	3.64	3.66	3.71	3.77	3.75	3.76
2.5	3.58	3.56	3.67	3.65	3.62	3.90	5.03	5.62	5.90	5.51	5.13	4.80	4.31	4.29	4.48	4.27	4.18	3.53	3.47	3.48	3.55	3.56	3.42	3.49
7.5	3.35	3.43	3.51	3.54	3.62	3.89	4.92	6.55	6.58	6.05	5.47	4.77	4.37	4.04	4.27	4.01	3.97	3.52	3.27	3.41	3.44	3.46	3.21	3.35
12.5	3.45	3.52	3.59	3.63	3.72	3.88	4.62	6.61	6.66	6.99	5.51	5.18	4.07	3.82	4.42	4.70	4.06	2.86	2.57	2.86	3.08	3.55	3.26	3.39
17.5	3.64	4.21	3.72	3.69	3.99	3.86	4.69	6.79	6.79	6.79	5.67	6.46	4.13	3.53	4.57	4.05	4.39	2.38	3.02	2.49	2.27	2.75	3.09	3.03
22.5	3.64	4.30	3.75	3.75	4.14	3.95	4.54	7.18	7.38	6.51	6.01	6.53	4.07	3.31	4.63	4.36	4.42	2.00	2.56	2.15	2.00	2.76	3.05	3.01
27.5	3.64	4.39	3.78	3.82	4.30	4.03	4.36	7.62	7.48	6.73	6.40	6.73	4.00	3.05	4.70	4.70	4.45	1.57	2.04	1.76	1.69	2.77	3.00	2.99
Mittwoch
-17.5	3.77	3.95	3.66	4.16	4.21	3.97	5.40	6.19	6.17	5.83	5.28	5.66	4.25	3.44	3.50	3.05	3.28	3.41	3.51	3.40	3.64	3.48	3.26	3.53
-12.5	3.78	3.92	3.69	4.09	4.14	4.01	5.26	5.96	6.06	5.66	5.18	5.47	4.27	3.61	3.65	3.26	3.43	3.48	3.53	3.45	3.65	3.53	3.35	3.57
-7.5	3.78	3.89	3.74	3.97	4.03	4.03	5.04	5.59	5.90	5.38	5.02	5.18	4.31	3.88	3.89	3.59	3.67	3.60	3.57	3.52	3.67	3.62	3.49	3.64
-2.5	3.80	3.82	3.83	3.77	3.83	4.08	4.64	4.92	5.60	4.88	4.72	4.65	4.37	4.37	4.32	4.20	4.10	3.81	3.64	3.66	3.71	3.77	3.75	3.76
2.5	3.58	3.56	3.67	3.65	3.62	3.90	5.03	5.62	5.90	5.51	5.13	4.80	4.31	4.29	4.48	4.27	4.18	3.53	3.47	3.48	3.55	3.56	3.42	3.49
7.5	3.35	3.43	3.51	3.54	3.62	3.89	4.92	6.55	6.58	6.05	5.47	4.77	4.37	4.04	4.27	4.01	3.97	3.52	3.27	3.41	3.44	3.46	3.21	3.35
12.5	3.45	3.52	3.59	3.63	3.72	3.88	4.62	6.61	6.66	6.99	5.51	5.18	4.07	3.82	4.42	4.70	4.06	2.86	2.57	2.86	3.08	3.55	3.26	3.39
17.5	3.64	4.21	3.72	3.69	3.99	3.86	4.69	6.79	6.79	6.79	5.67	6.46	4.13	3.53	4.57	4.05	4.39	2.38	3.02	2.49	2.27	2.75	3.09	3.03
22.5	3.64	4.30	3.75	3.75	4.14	3.95	4.54	7.18	7.38	6.51	6.01	6.53	4.07	3.31	4.63	4.36	4.42	2.00	2.56	2.15	2.00	2.76	3.05	3.01
27.5	3.64	4.39	3.78	3.82	4.30	4.03	4.36	7.62	7.48	6.73	6.40	6.73	4.00	3.05	4.70	4.70	4.45	1.57	2.04	1.76	1.69	2.77	3.00	2.99
Donnerstag
-17.5	3.77	3.95	3.66	4.16	4.21	3.97	5.40	6.19	6.17	5.83	5.28	5.66	4.25	3.44	3.50	3.05	3.28	3.41	3.51	3.40	3.64	3.48	3.26	3.53
-12.5	3.78	3.92	3.69	4.09	4.14	4.01	5.26	5.96	6.06	5.66	5.18	5.47	4.27	3.61	3.65	3.26	3.43	3.48	3.53	3.45	3.65	3.53	3.35	3.57
-7.5	3.78	3.89	3.74	3.97	4.03	4.03	5.04	5.59	5.90	5.38	5.02	5.18	4.31	3.88	3.89	3.59	3.67	3.60	3.57	3.52	3.67	3.62	3.49	3.64
-2.5	3.80	3.82	3.83	3.77	3.83	4.08	4.64	4.92	5.60	4.88	4.72	4.65	4.37	4.37	4.32	4.20	4.10	3.81	3.64	3.66	3.71	3.77	3.75	3.76
2.5	3.58	3.56	3.67	3.65	3.62	3.90	5.03	5.62	5.90	5.51	5.13	4.80	4.31	4.29	4.48	4.27	4.18	3.53	3.47	3.48	3.55	3.56	3.42	3.49
7.5	3.35	3.43	3.51	3.54	3.62	3.89	4.92	6.55	6.58	6.05	5.47	4.77	4.37	4.04	4.27	4.01	3.97	3.52	3.27	3.41	3.44	3.46	3.21	3.35
12.5	3.45	3.52	3.59	3.63	3.72	3.88	4.62	6.61	6.66	6.99	5.51	5.18	4.07	3.82	4.42	4.70	4.06	2.86	2.57	2.86	3.08	3.55	3.26	3.39
17.5	3.64	4.21	3.72	3.69	3.99	3.86	4.69	6.79	6.79	6.79	5.67	6.46	4.13	3.53	4.57	4.05	4.39	2.38	3.02	2.49	2.27	2.75	3.09	3.03
22.5	3.64	4.30	3.75	3.75	4.14	3.95	4.54	7.18	7.38	6.51	6.01	6.53	4.07	3.31	4.63	4.36	4.42	2.00	2.56	2.15	2.00	2.76	3.05	3.01
27.5	3.64	4.39	3.78	3.82	4.30	4.03	4.36	7.62	7.48	6.73	6.40	6.73	4.00	3.05	4.70	4.70	4.45	1.57	2.04	1.76	1.69	2.77	3.00	2.99
Freitag
-17.5	3.08	3.29	3.26	3.23	3.44	3.17	6.43	7.18	6.75	6.69	5.46	4.63	4.20	4.61	4.96	4.16	4.48	2.62	3.03	2.80	2.90	3.06	3.23	3.34
-12.5	3.20	3.34	3.33	3.32	3.51	3.35	6.06	6.77	6.48	6.40	5.41	4.69	4.27	4.56	4.86	4.22	4.35	2.90	3.16	3.01	3.04	3.19	3.24	3.34
-7.5	3.32	3.38	3.39	3.42	3.59	3.50	5.69	6.37	6.21	6.11	5.36	4.75	4.33	4.50	4.76	4.28	4.22	3.18	3.30	3.22	3.19	3.33	3.26	3.34
-2.5	3.75	3.70	3.92	3.87	3.86	3.90	4.76	4.89	5.20	4.89	4.74	4.66	4.50	4.62	4.49	4.24	4.25	3.58	3.65	3.67	3.68	3.75	3.71	3.72
2.5	3.56	3.47	3.52	3.60	3.74	3.82	4.95	5.55	5.67	5.52	5.27	4.87	4.47	4.40	4.56	4.40	3.96	3.74	3.57	3.65	3.48	3.59	3.29	3.35
7.5	3.39	3.59	3.44	3.70	3.68	3.90	4.59	6.25	6.65	6.25	5.28	4.72	4.10	3.91	4.09	4.34	3.96	3.51	3.48	3.44	3.52	3.51	3.31	3.39
12.5	3.69	3.80	3.79	4.09	3.41	4.37	5.70	6.32	6.23	5.93	5.73	4.53	4.21	3.15	4.10	3.94	3.43	3.18	2.83	3.39	3.40	3.49	3.78	3.51
17.5	3.68	3.72	3.69	3.86	4.95	5.20	5.11	6.15	6.13	5.78	5.60	4.51	3.82	4.32	4.21	4.18	3.30	2.71	2.29	3.06	3.15	3.23	3.79	3.56
22.5	3.83	3.81	3.75	3.94	4.72	5.85	5.38	6.10	6.29	5.87	5.72	4.41	3.61	4.53	4.27	4.10	2.97	2.36	1.86	2.86	3.04	3.11	3.96	3.66
27.5	3.98	3.89	3.81	4.02	4.49	6.49	5.64	6.06	6.45	5.96	5.83	4.31	3.40	4.75	4.33	4.02	2.64	2.02	1.44	2.67	2.93	2.99	4.13	3.75
Samstag
-17.5	4.11	4.22	4.14	4.17	4.47	4.24	5.69	5.07	4.46	5.03	3.91	4.22	3.83	3.94	3.47	3.96	3.89	3.76	3.67	3.99	3.35	4.24	3.94	4.23
-12.5	4.10	4.19	4.13	4.16	4.43	4.21	5.43	5.09	4.58	5.09	4.05	4.31	3.86	3.90	3.48	3.94	3.88	3.76	3.69	3.98	3.41	4.21	3.93	4.19
-7.5	4.06	4.14	4.10	4.12	4.34	4.19	5.37	5.09	4.75	5.17	4.23	4.43	3.89	3.84	3.48	3.89	3.84	3.76	3.71	3.96	3.48	4.14	3.91	4.11
-2.5	3.97	4.31	4.16	4.32	4.32	4.21	4.76	4.47	4.49	4.52	4.39	4.57	3.96	3.95	3.77	3.78	3.93	3.91	3.99	3.92	4.03	4.10	4.10	4.07
2.5	3.88	3.90	3.96	3.94	3.95	4.02	5.07	5.10	5.53	5.53	5.10	5.02	4.04	3.53	3.47	3.67	3.67	3.75	3.79	3.85	3.84	3.84	3.81	3.74
7.5	3.60	3.82	3.62	3.83	3.93	4.42	5.27	6.03	6.33	5.65	5.42	5.08	4.05	3.53	3.45	3.36	3.48	3.55	3.59	3.53	3.63	3.78	3.43	3.62
12.5	3.24	3.36	3.43	3.16	3.55	4.26	6.57	6.46	7.18	5.85	6.45	6.41	4.15	3.80	4.26	3.67	2.58	3.11	2.35	3.24	2.72	3.95	3.28	2.97
17.5	3.29	3.25	3.21	4.02	3.45	3.69	7.24	7.05	7.93	7.08	7.03	5.86	4.14	3.19	4.15	2.58	3.03	2.53	1.52	2.67	3.20	3.73	3.20	2.96
22.5	3.25	3.18	3.11	4.26	3.32	3.45	7.57	7.80	8.29	8.04	8.08	6.45	4.32	3.13	3.78	2.27	2.90	1.74	0.54	1.90	2.86	3.83	3.19	2.74
27.5	3.19	3.09	2.99	4.48	3.18	3.22	7.87	8.53	8.63	8.99	9.12	7.03	4.49	3.06	3.38	1.94	2.75	0.92	0.00	1.08	2.50	3.91	3.16	2.49
Sonntag
-17.5	4.08	4.72	4.65	4.99	3.98	3.95	4.29	4.53	4.64	3.96	3.77	4.58	3.44	3.64	4.49	3.22	3.41	4.48	4.63	3.88	3.98	3.82	5.03	3.84
-12.5	4.10	4.63	4.56	4.84	4.05	4.03	4.34	4.60	4.64	4.08	3.86	4.47	3.58	3.68	4.35	3.38	3.49	4.34	4.46	3.90	4.00	3.89	4.83	3.90
-7.5	4.13	4.53	4.47	4.67	4.12	4.14	4.40	4.67	4.65	4.20	3.96	4.35	3.73	3.72	4.20	3.55	3.58	4.18	4.27	3.91	4.01	3.97	4.62	3.97
-2.5	3.94	4.02	3.90	3.99	3.95	4.01	4.80	4.51	4.62	4.45	4.20	4.14	3.99	4.00	4.04	4.08	4.18	4.06	4.09	4.09	4.20	4.27	4.24	4.23
2.5	4.19	4.32	4.27	4.29	4.27	4.36	4.52	4.84	4.65	4.49	4.17	4.09	4.07	3.81	3.86	3.93	3.77	3.83	3.86	3.94	4.04	4.16	4.16	4.11
7.5	4.02	4.55	4.29	4.45	4.70	4.68	5.07	5.18	5.10	4.54	4.31	4.03	3.75	3.49	3.52	3.74	3.53	3.55	3.67	3.84	3.92	4.06	4.07	3.94
12.5	4.34	4.50	6.29	5.12	5.34	6.08	4.52	5.21	4.68	3.96	3.74	3.41	3.30	2.88	2.93	2.63	3.25	3.15	3.07	3.79	4.12	4.76	4.37	4.56
17.5	4.45	5.49	5.85	7.19	7.68	6.40	4.63	4.17	3.49	4.54	4.35	3.71	3.50	2.82	2.89	2.18	2.19	3.40	3.19	1.41	3.89	5.30	4.22	3.06	
22.5	4.83	6.27	6.84	8.56	9.37	7.82	4.71	4.40	3.33	4.14	4.06	3.09	2.76	1.85	1.93	0.73	1.45	2.77	2.40	4.18	1.99	5.16	4.09	3.27
27.5	5.51	7.62	8.92	10.88	12.21	10.20	4.93	4.86	3.15	3.61	3.70	2.18	1.67	0.38	0.47	0.00	0.32	1.85	1.23	2.48	1.51	4.33	4.32	3.67
GBD	sonst. betr. Dienstleistungen
Auspraegung	A	B	C	D
GBD05	0	0	0	0	0	0	0	0
GBD34	1.5175792	-37.5000000	6.8000000	0.0295801	-0.0788559	1.2161250	-0.0013134	0.0968721
GBD33	1.4633682	-36.1794117	5.9265162	0.0808835	-0.0475800	0.8230754	-0.0019273	0.1077046
GBD02	0	0	0	0	0	0	0	0
GBD01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	1.1052	1.0857	1.0378	1.0622	1.0266	0.7629	0.9196
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
Montag
-17.5	3.33	3.39	3.46	3.48	3.58	3.90	4.08	4.35	4.75	4.63	4.30	4.15	4.08	4.20	4.62	4.64	4.50	4.36	4.51	4.65	4.35	4.27	4.42	4.00
-12.5	3.64	3.69	3.74	3.53	3.63	3.98	4.09	4.27	4.82	4.66	4.28	4.10	4.01	4.09	4.18	4.26	4.33	4.40	4.44	4.58	4.38	4.31	4.63	3.96
-7.5	3.93	3.97	4.00	3.93	3.86	4.11	4.10	4.43	4.50	4.68	4.33	4.06	3.91	4.24	3.71	3.55	3.98	4.41	4.75	4.48	4.03	4.33	4.82	3.89
-2.5	4.03	4.20	4.37	4.29	4.22	4.36	4.29	4.46	3.95	4.88	4.56	3.26	3.97	4.46	3.37	2.95	3.42	3.90	4.69	4.74	4.23	4.63	4.78	3.99
2.5	4.49	4.21	4.50	4.25	4.01	4.27	4.09	3.66	4.16	4.64	4.96	4.13	3.37	4.13	3.79	3.83	4.12	4.41	4.22	4.23	4.05	4.33	4.42	3.73
7.5	4.43	4.55	4.69	4.73	4.76	4.41	3.66	4.12	3.45	4.42	4.69	3.13	4.12	3.77	3.32	3.11	4.23	3.08	4.82	4.31	4.76	4.45	4.60	4.39
12.5	4.99	4.96	4.93	4.80	4.67	4.40	3.38	3.57	3.78	5.02	4.77	4.08	3.63	3.22	3.83	4.05	3.46	3.70	3.64	3.93	4.70	4.28	3.97	4.24
17.5	4.37	4.76	5.16	5.02	4.87	4.47	3.38	4.50	4.81	5.13	4.90	4.22	3.77	3.28	3.85	3.13	3.51	3.36	3.36	3.79	4.69	4.23	3.75	3.69
22.5	4.21	4.68	5.15	5.10	5.05	4.52	3.35	4.64	4.93	5.21	5.00	4.21	3.76	3.26	3.85	3.23	3.55	3.26	3.27	3.73	4.65	4.16	3.68	3.55
27.5	4.05	4.60	5.15	5.19	5.22	4.56	3.32	4.78	5.04	5.29	5.10	4.20	3.75	3.24	3.84	3.33	3.59	3.17	3.19	3.67	4.62	4.09	3.60	3.41
Dienstag
-17.5	4.02	4.12	4.22	4.14	4.12	4.12	4.87	4.91	5.35	4.60	4.47	4.20	4.03	3.84	3.83	4.13	3.98	3.90	3.99	4.37	4.28	3.40	3.38	3.73
-12.5	3.99	4.10	4.21	4.18	3.69	3.90	4.89	4.93	5.65	4.74	4.57	4.24	4.10	3.94	3.86	4.17	3.99	3.86	3.89	4.32	4.31	3.42	3.37	3.68
-7.5	3.93	4.05	4.17	4.18	3.72	3.80	4.89	4.93	5.92	4.85	4.65	4.25	4.14	4.02	3.86	4.18	3.98	3.81	3.77	4.25	4.30	3.41	3.33	3.61
-2.5	3.85	3.98	4.12	4.17	3.74	4.07	4.87	4.90	6.15	4.94	4.71	4.24	4.17	4.09	3.85	4.17	3.95	3.73	3.64	4.16	4.28	3.40	3.29	3.53
2.5	4.58	4.84	5.10	4.49	4.13	4.25	4.34	4.75	5.30	5.18	4.96	4.13	3.90	3.84	3.72	3.96	4.66	3.44	2.63	2.75	4.09	3.77	3.72	3.47
7.5	4.40	4.21	4.02	4.17	4.03	4.25	4.77	4.77	6.67	5.88	5.38	4.51	4.51	4.78	4.49	4.23	3.80	3.15	2.52	2.53	3.45	3.30	2.94	3.24
12.5	5.34	4.77	4.20	3.62	4.13	4.42	4.57	4.83	7.38	7.02	6.65	5.37	4.44	4.40	4.05	3.55	3.48	2.68	2.25	2.31	2.38	2.64	2.58	2.94
17.5	2.55	3.49	4.43	4.43	4.43	3.43	4.84	5.11	8.72	8.24	7.76	5.73	6.15	4.84	3.60	3.37	2.87	2.26	1.95	2.18	2.40	2.68	2.36	2.18
22.5	2.92	3.43	3.94	3.95	4.40	3.49	4.93	5.19	9.76	9.17	8.59	7.06	6.02	5.10	3.75	3.14	2.25	1.85	1.75	1.77	1.80	2.08	1.76	1.90
27.5	3.33	3.41	3.49	3.52	4.42	3.59	5.08	5.74	10.24	9.88	9.52	7.31	6.58	5.42	3.95	2.94	1.65	1.46	1.56	1.39	1.22	1.50	1.17	1.63
Mittwoch
-17.5	4.02	4.12	4.22	4.14	4.12	4.12	4.87	4.91	5.35	4.60	4.47	4.20	4.03	3.84	3.83	4.13	3.98	3.90	3.99	4.37	4.28	3.40	3.38	3.73
-12.5	3.99	4.10	4.21	4.18	3.69	3.90	4.89	4.93	5.65	4.74	4.57	4.24	4.10	3.94	3.86	4.17	3.99	3.86	3.89	4.32	4.31	3.42	3.37	3.68
-7.5	3.93	4.05	4.17	4.18	3.72	3.80	4.89	4.93	5.92	4.85	4.65	4.25	4.14	4.02	3.86	4.18	3.98	3.81	3.77	4.25	4.30	3.41	3.33	3.61
-2.5	3.85	3.98	4.12	4.17	3.74	4.07	4.87	4.90	6.15	4.94	4.71	4.24	4.17	4.09	3.85	4.17	3.95	3.73	3.64	4.16	4.28	3.40	3.29	3.53
2.5	4.58	4.84	5.10	4.49	4.13	4.25	4.34	4.75	5.30	5.18	4.96	4.13	3.90	3.84	3.72	3.96	4.66	3.44	2.63	2.75	4.09	3.77	3.72	3.47
7.5	4.40	4.21	4.02	4.17	4.03	4.25	4.77	4.77	6.67	5.88	5.38	4.51	4.51	4.78	4.49	4.23	3.80	3.15	2.52	2.53	3.45	3.30	2.94	3.24
12.5	5.34	4.77	4.20	3.62	4.13	4.42	4.57	4.83	7.38	7.02	6.65	5.37	4.44	4.40	4.05	3.55	3.48	2.68	2.25	2.31	2.38	2.64	2.58	2.94
17.5	2.55	3.49	4.43	4.43	4.43	3.43	4.84	5.11	8.72	8.24	7.76	5.73	6.15	4.84	3.60	3.37	2.87	2.26	1.95	2.18	2.40	2.68	2.36	2.18
22.5	2.92	3.43	3.94	3.95	4.40	3.49	4.93	5.19	9.76	9.17	8.59	7.06	6.02	5.10	3.75	3.14	2.25	1.85	1.75	1.77	1.80	2.08	1.76	1.90
27.5	3.33	3.41	3.49	3.52	4.42	3.59	5.08	5.74	10.24	9.88	9.52	7.31	6.58	5.42	3.95	2.94	1.65	1.46	1.56	1.39	1.22	1.50	1.17	1.63
Donnerstag
-17.5	4.02	4.12	4.22	4.14	4.12	4.12	4.87	4.91	5.35	4.60	4.47	4.20	4.03	3.84	3.83	4.13	3.98	3.90	3.99	4.37	4.28	3.40	3.38	3.73
-12.5	3.99	4.10	4.21	4.18	3.69	3.90	4.89	4.93	5.65	4.74	4.57	4.24	4.10	3.94	3.86	4.17	3.99	3.86	3.89	4.32	4.31	3.42	3.37	3.68
-7.5	3.93	4.05	4.17	4.18	3.72	3.80	4.89	4.93	5.92	4.85	4.65	4.25	4.14	4.02	3.86	4.18	3.98	3.81	3.77	4.25	4.30	3.41	3.33	3.61
